                                 OrigObjName                                  Object      MaxiID          RA         DEC           Fpeak(Crab)     MJDpeak   RecordInst   Frecent[MAXI]   MJDrecent[MAXI]   Frecent[BAT]   MJDrecent[BAT]   Category   Activity   SigCount              AltNames  
                                    NGC_2110                                NGC_2110   J0552-074    88.04740    -7.45625                 0.152     56450.0         MAXI           0.041           59528.5          0.046          59537.0          1          0      38176                     0  
                             IGR_J17391-3021                         IGR_J17391-3021       INDEF     264.796     -30.344   0.15199999511241913     59458.0          BAT          -9.999             -99.0          0.152          59458.0          1          1         13                     0  
                                PKS_1622-297                            PKS_1622-297       INDEF     246.525     -29.857   0.15199999511241913     59541.0          BAT          -9.999             -99.0          0.152          59544.0          1          1         10                     0  
                                 PKS_2204-54                             PKS_2204-54       INDEF     331.932     -53.776   0.15199999511241913     59225.0          BAT          -9.999             -99.0          0.109          59436.0          1          0          7                     0  
                             IGR_J11321-5311                         IGR_J11321-5311       INDEF   173.02505   -53.18335                 0.151     59197.0          BAT          -9.999             -99.0          0.044          59204.0          1          0          3                     0  
                              MAXI_J1421-613                          MAXI_J1421-613   J1421-616   215.25008   -61.29997    0.1509999930858612     59383.0          BAT           0.022           59515.5          0.076          59504.0          1          0      18327                     0  
                               QSO_B0323+022                           QSO_B0323+022       INDEF      51.558       2.421    0.1509999930858612     59209.0          BAT          -9.999             -99.0           0.06          59487.0          1          0         18                     0  
                               QSO_B1958-179                           QSO_B1958-179       INDEF     300.238     -17.816    0.1509999930858612     59510.0          BAT          -9.999             -99.0          0.087          59517.0          1          1          6                     0  
                               QSO_B2021+614                           QSO_B2021+614       INDEF     305.528      61.616    0.1509999930858612     59387.0          BAT          -9.999             -99.0          0.042          59453.0          1          0          4                     0  
                                    V407_Lup                                V407_Lup       INDEF     232.258     -44.828    0.1509999930858612     59510.0          BAT          -9.999             -99.0           0.07          59526.0          1          0          6                     0  
                             IGR_J17098-3628                         IGR_J17098-3628       INDEF   257.44218   -36.46592   0.15000000596046448     59174.0          BAT          -9.999             -99.0          0.077          59491.0          1          0          9                     0  
                                     LMC_X-3                                 LMC_X-3   J0538-640    84.73597   -64.08426   0.15000000596046448     59474.0          BAT           0.021           59510.5          0.053          59525.0          1          1      80760                     0  
                                    NGC_1365                                NGC_1365       INDEF      53.401     -36.141   0.15000000596046448     59203.0          BAT           0.028           59512.5          0.099          59477.0          1          0      25312             J0333-361  
                                 PKS_1508-05                             PKS_1508-05       INDEF   227.72330    -5.71873   0.15000000596046448     59522.0          BAT          -9.999             -99.0           0.15          59522.0          1          1          9                     0  
                            SAX_J2103.5+4545                        SAX_J2103.5+4545   J2103+457   315.89879    45.75155   0.15000000596046448     59355.0          BAT           0.017           59542.5           0.05          59470.0          1          0      33635                     0  
                                 1H_0419-577                             1H_0419-577   J0426-572    66.50300   -57.20049                  0.15     57486.0         MAXI           0.021           59535.5          0.051          59526.0          1          1      16211                     0  
                            RGB_J0324.7+3410                        RGB_J0324.7+3410       INDEF    51.17151    34.17940   0.14900000393390656     59180.0          BAT          -9.999             -99.0           0.04          59537.0          1          0         13                     0  
                                      TX_Col                                  TX_Col       INDEF      85.834     -41.032   0.14900000393390656     59250.0          BAT          -9.999             -99.0          0.059          59518.0          1          0         30                     0  
                                      CC_Eri                                  CC_Eri   J0234-437    38.59403   -43.79635                 0.149     59197.0          BAT            0.03           59523.5          0.056          59517.0          1          0      17852                     0  
                                     SN_1006                                 SN_1006   J1502-420   225.59210   -42.09696                 0.149     59036.0         MAXI           0.023           59491.5           -1.0             -1.0          1          0      15410                     0  
                               MCG+04-22-042                           MCG+04-22-042       INDEF   140.92917    22.90905   0.14800000190734863     59425.0          BAT          -9.999             -99.0           0.04          59544.0          1          0         11                     0  
                                  1A_1343-60                              1A_1343-60       INDEF   206.90000   -60.61772                 0.148     59163.0          BAT           0.025           59517.5          0.047          59498.0          1          0      25437             J1347-606  
                                  4U_1705-32                              4U_1705-32   J1708-323   257.22667   -32.31597                 0.148     59178.0         MAXI           0.019           59541.5          0.061          59535.0          1          1      14329                     0  
                          SWIFT_J1922.7-1716                      SWIFT_J1922.7-1716       INDEF   290.65421   -17.28419                 0.148     59151.0          BAT           0.018           59532.5          0.062          59261.0          1          0       6235             J1922-172  
                                     Mrk_110                                 Mrk_110   J0925+522   141.30353    52.28622                 0.147     57119.0         MAXI           0.029           59507.5          0.057          59250.0          1          0      21599                     0  
                                1ES_2344+514                            1ES_2344+514       INDEF     356.771      51.705    0.1469999998807907     59259.0          BAT          -9.999             -99.0          0.081          59523.0          1          1          4                     0  
                                      SZ_Psc                                  SZ_Psc       INDEF     348.349       2.676    0.1469999998807907     59517.0          BAT           0.016           59538.5          0.147          59517.0          1          0       2449             J2313+026  
                              MAXI_J1501-026                          MAXI_J1501-026   J1501-026   225.36798    -2.60296                 0.146     58162.0         MAXI           0.016           59502.5           -1.0             -1.0          1          0      26866                     0  
                                      RU_Peg                                  RU_Peg   J2214+127   333.51063    12.70313                 0.146     57885.0         MAXI           0.028           59479.5           -1.0             -1.0          1          0       9634                     0  
                                  ESO_141-55                              ESO_141-55   J1921-586   290.30895   -58.67027    0.1459999978542328     59389.0          BAT           0.024           59539.5          0.093          59544.0          1          1      21023           ESO_141-G55  
                             IGR_J18483-0311                         IGR_J18483-0311       INDEF     282.071      -3.172    0.1459999978542328     59404.0          BAT           0.037           59530.5           0.05          59465.0          1          0      25323             J1848-031  
                             RX_J2248.6-5109                         RX_J2248.6-5109       INDEF   342.17154   -51.16481                 0.145     59195.0          BAT          -9.999             -99.0          0.043          59540.0          1          0          5                     0  
                                      AR_Lac                                  AR_Lac       INDEF   332.17008    45.74225                 0.144     59156.0          BAT          -9.999             -99.0          0.081          59185.0          1          0          1                     0  
                             IGR_J17488-3253                         IGR_J17488-3253       INDEF      267.23     -32.914   0.14399999380111694     59212.0          BAT          -9.999             -99.0          0.064          59527.0          1          0         12                     0  
                             IGR_J18410-0535                         IGR_J18410-0535       INDEF   280.25179    -5.59625   0.14300000667572021     59142.0          BAT           0.019           59540.5          0.087          59504.0          1          1      58711             J1841-055  
                                 PKS_1057-79                             PKS_1057-79       INDEF      164.68     -80.065   0.14300000667572021     59249.0          BAT          -9.999             -99.0          0.049          59524.0          1          1         11                     0  
                                    4C_21.35                                4C_21.35       INDEF     186.227       21.38    0.1420000046491623     59434.0          BAT          -9.999             -99.0          0.142          59434.0          1          0          1                     0  
                                     Mrk_290                                 Mrk_290       INDEF   233.96835    57.90264    0.1420000046491623     59449.0          BAT          -9.999             -99.0           0.04          59493.0          1          0          9                     0  
                               RGB_J0643+422                           RGB_J0643+422       INDEF     100.862      42.239    0.1420000046491623     59499.0          BAT          -9.999             -99.0          0.142          59500.0          1          1          9                     0  
                             IGR_J16374-5043                         IGR_J16374-5043       INDEF     249.306     -50.725   0.14100000262260437     59212.0          BAT          -9.999             -99.0          0.054          59228.0          1          0          4                     0  
                                      II_Peg                                  II_Peg       INDEF   358.76688    28.63368   0.14100000262260437     59517.0          BAT           0.018           59485.5          0.049          59519.0          1          0       8985             J2355+286  
                                    Mrk_1498                                Mrk_1498       INDEF     247.017      51.775   0.14100000262260437     59449.0          BAT          -9.999             -99.0          0.141          59449.0          1          1          2                     0  
                              QSO_J1638+5720                          QSO_J1638+5720       INDEF     249.556       57.34   0.14100000262260437     59447.0          BAT          -9.999             -99.0          0.133          59525.0          1          1          6                     0  
                             IGR_J16328-4726                         IGR_J16328-4726       INDEF     248.158     -47.395   0.14000000059604645     59203.0          BAT          -9.999             -99.0          0.042          59475.0          1          0         10                     0  
                                      IM_Peg                                  IM_Peg       INDEF   343.25944    16.84119   0.14000000059604645     59188.0          BAT           0.056           59498.5          0.063          59501.0          1          0      15156             J2253+168  
                                    V407_Cyg                                V407_Cyg       INDEF     315.541      45.776   0.14000000059604645     59537.0          BAT           0.022           59536.5           0.14          59537.0          1          0      29559             J2102+457  
                               XTE_J1908+094                           XTE_J1908+094       INDEF   287.22117     9.38468                  0.14     58807.0          BAT           0.029           59533.5          0.044          59515.0          1          0      67172             J1908+093  
                                GRO_J2058+42                            GRO_J2058+42       INDEF   314.69807    41.77699                 0.139     58807.0          BAT           0.113           59501.5          0.071          59478.0          1          1      45675             J2058+417  
                              QSO_B0804+4959                          QSO_B0804+4959       INDEF     122.165      49.843   0.13899999856948853     59212.0          BAT          -9.999             -99.0          0.048          59509.0          1          0         16                     0  
                          SWIFT_J0444.1+2813                      SWIFT_J0444.1+2813       INDEF      71.037      28.217   0.13899999856948853     59517.0          BAT          -9.999             -99.0          0.139          59517.0          1          1          8                     0  
                             IGR_J18027-1455                         IGR_J18027-1455       INDEF   270.69711   -14.91529                 0.138     59187.0          BAT          -9.999             -99.0          0.055          59529.0          1          0          7                     0  
                                  X_0922-314                             3A_0922-314   J0924-317   140.39579   -31.44497                 0.138     59453.5         MAXI           0.042           59494.5           -1.0             -1.0          1          1      22483                     0  
                                 4U_1715-321                             4U_1715-321       INDEF     259.698     -32.178    0.1379999965429306     59425.0          BAT          -9.999             -99.0          0.052          59528.0          1          0          8                     0  
                                GRS_1747-312                            GRS_1747-312   J1750-312   267.69526   -31.27468    0.1379999965429306     59258.0          BAT           0.029           59541.5          0.051          59527.0          1          1      17063                     0  
                               QSO_B0119+115                           QSO_B0119+115       INDEF      20.423      11.831    0.1379999965429306     59209.0          BAT          -9.999             -99.0          0.077          59383.0          1          0         30                     0  
                               QSO_B0806+524                           QSO_B0806+524       INDEF     122.455      52.316    0.1379999965429306     59414.0          BAT          -9.999             -99.0          0.138          59414.0          1          0          9                     0  
                               QSO_B2136-428                           QSO_B2136-428       INDEF     324.851     -42.589    0.1379999965429306     59429.0          BAT          -9.999             -99.0          0.114          59488.0          1          1          6                     0  
                                   V1794_Cyg                               V1794_Cyg       INDEF     313.473      44.386    0.1379999965429306     59397.0          BAT          -9.999             -99.0          0.136          59491.0          1          1          9                     0  
                               QSO_B1413+135                           QSO_B1413+135       INDEF   213.99507    13.33992                 0.137     59195.0          BAT          -9.999             -99.0          0.059          59509.0          1          0         13                     0  
                                    4C_10.45                                4C_10.45       INDEF     242.193      10.486   0.13699999451637268     59502.0          BAT          -9.999             -99.0          0.058          59511.0          1          0         12                     0  
                          SWIFT_J1858.6-0814                      SWIFT_J1858.6-0814       INDEF     284.673      -8.245   0.13699999451637268     59512.0          BAT          -9.999             -99.0          0.052          59514.0          1          0          8                     0  
                        1RXS_J194211.9+25555                    1RXS_J194211.9+25555       INDEF      295.55      25.931   0.13600000739097595     59405.0          BAT          -9.999             -99.0          0.066          59410.0          1          0         15                     0  
                             AX_J1838.0-0655                         AX_J1838.0-0655       INDEF   279.51304    -6.92594                 0.136     59142.0          BAT          -9.999             -99.0          0.051          59528.0          1          0          5                     0  
                                     Mrk_421                                 Mrk_421   J1104+382   166.11381    38.20883                 0.136     55810.0         MAXI           0.017           59531.5          0.109          59447.0          1          0     112756                     0  
                                  AT_2019wey                              AT_2019wey   J0435+553    68.84700    55.37618   0.13500000536441803     59416.0          BAT           0.029           59540.5          0.032          59544.0          1          1     104540             AT2019wey  
                                     Mrk_417                                 Mrk_417       INDEF     162.379      22.964   0.13500000536441803     59359.0          BAT          -9.999             -99.0          0.064          59542.0          1          0          9                     0  
                                PKS_2325+093                            PKS_2325+093       INDEF      351.89       9.669   0.13500000536441803     59240.0          BAT          -9.999             -99.0          0.041          59530.0          1          0          8                     0  
                                    Zeta_Ori                                Zeta_Ori   J0542-024    85.18969    -1.94257                 0.135     57395.0         MAXI            0.02           59517.5           -1.0             -1.0          1          0      32541                     0  
                                    NGC_4074                                NGC_4074       INDEF     181.124      20.316    0.1340000033378601     59449.0          BAT          -9.999             -99.0          0.074          59454.0          1          0          5                     0  
                          SWIFT_J1808.4-1754                      SWIFT_J1808.4-1754       INDEF   272.10446   -17.89674    0.1340000033378601     59404.0          BAT          -9.999             -99.0          0.134          59404.0          1          0          3                     0  
                                    V549_Vel                                V549_Vel       INDEF     132.623      47.758    0.1340000033378601     59538.0          BAT          -9.999             -99.0          0.134          59538.0          1          1          5                     0  
                               XTE_J1946+274                           XTE_J1946+274       INDEF     296.414      27.365    0.1340000033378601     59484.0          BAT           0.031           59505.5          0.042          59500.0          1          0       5250             J1945+273  
                                      AB_Dor                                  AB_Dor       INDEF    82.18705   -65.44869   0.13300000131130219     59440.0          BAT          -9.999             -99.0          0.059          59522.0          1          0          9                     0  
                                      EK_Dra                                  EK_Dra       INDEF   219.75088    64.29166   0.13300000131130219     59197.0          BAT          -9.999             -99.0          0.129          59523.0          1          1          3                     0  
                                GRS_1227+025                            GRS_1227+025       INDEF   187.47502     2.21669   0.13300000131130219     59183.0          BAT          -9.999             -99.0           0.06          59542.0          1          0          9                     0  
                                PKS_0907+022                            PKS_0907+022       INDEF   137.41604     2.00146   0.13300000131130219     59203.0          BAT          -9.999             -99.0          0.049          59507.0          1          0         15                     0  
                                       X_Per                                   X_Per   J0355+310    58.84616    31.04585                 0.133     57807.0         MAXI           0.033           59542.5          0.036          59542.0          1          1     185342                     0  
                            SAX_J1808.4-3658                        SAX_J1808.4-3658   J1808-369   272.11475   -36.97897                 0.132     55872.0         MAXI           0.018           59536.5          0.049          59253.0          1          0       8600                     0  
                          Swift_J1112.2-8238                      Swift_J1112.2-8238   J1111-826   167.94915   -82.64575                 0.132     57728.0         MAXI           0.016           59527.5           0.05          59505.0          1          0       5505    SWIFT_J1112.2-8238  
                                  H_1426+428                              H_1426+428       INDEF     217.136      42.673   0.13199999928474426     59405.0          BAT           0.014           59492.5          0.132          59405.0          1          0      26324             J1428+426  
                             IGR_J18027-2016                         IGR_J18027-2016       INDEF   270.66628   -20.28696   0.13199999928474426     59203.0          BAT          -9.999             -99.0          0.055          59420.0          1          0         71                     0  
                                     NGC_863                                 NGC_863       INDEF       33.64      -0.767   0.13199999928474426     59315.0          BAT          -9.999             -99.0          0.132          59315.0          1          0          2                     0  
                                PSR_J0633+06                            PSR_J0633+06       INDEF      98.387       6.578   0.13199999928474426     59463.0          BAT          -9.999             -99.0          0.132          59463.0          1          1         11                     0  
                            SAX_J1806.8-2435                        SAX_J1806.8-2435       INDEF   271.71133   -24.59127                 0.131     59172.0          BAT          -9.999             -99.0          0.042          59310.0          1          0          9                     0  
                          Swift_J1741.5-6548                      Swift_J1741.5-6548   J1741-657   265.35060   -65.79094                 0.131     56286.0         MAXI           0.015           59541.5          0.113          59366.0          1          0      15864    SWIFT_J1741.5-6548  
                     2MASX_J11454045-1827149                 2MASX_J11454045-1827149   J1145-184   176.41861   -18.45416   0.13099999725818634     59459.0          BAT           0.015           59492.5          0.131          59459.0          1          0       9978            1A_1143-18  
                              PSR_J2021+3651                          PSR_J2021+3651       INDEF     305.269      36.857   0.13099999725818634     59422.0          BAT          -9.999             -99.0          0.041          59428.0          1          0          6                     0  
                          SWIFT_J0515.3+1853                      SWIFT_J0515.3+1853       INDEF      78.832      18.914   0.13099999725818634     59517.0          BAT          -9.999             -99.0          0.043          59522.0          1          0         13                     0  
                          SWIFT_J2000.6+3210                      SWIFT_J2000.6+3210       INDEF   300.09106    32.18976   0.13099999725818634     59258.0          BAT          -9.999             -99.0           0.05          59502.0          1          0          7                     0  
                                PKS_1622-253                            PKS_1622-253       INDEF   246.44538   -25.46065                  0.13     59195.0          BAT          -9.999             -99.0          0.078          59533.0          1          0          5                     0  
                                      3C_66A                                  3C_66A   J0222+430    35.66505    43.03550   0.12999999523162842     59398.0          BAT           0.017           59518.5           0.13          59398.0          1          0       9455                     0  
                               QSO_B1011+496                           QSO_B1011+496       INDEF     153.767      49.434   0.12999999523162842     59538.0          BAT           0.032           59533.5          0.042          59540.0          1          1       4180             J1015+494  
                           0FGL_J1911.0+0905                       0FGL_J1911.0+0905       INDEF     287.761       9.087    0.1289999932050705     59531.0          BAT          -9.999             -99.0          0.129          59531.0          1          1          3                     0  
                              1E_1145.1-6141                          1E_1145.1-6141       INDEF   176.86900   -61.95373    0.1289999932050705     59226.0          BAT           0.019           59537.5          0.048          59544.0          1          1     120270             J1147-619  
                               QSO_B0814+425                           QSO_B0814+425       INDEF     124.567      42.379    0.1289999932050705     59346.0          BAT          -9.999             -99.0          0.048          59528.0          1          0          5                     0  
                                    V772_Her                                V772_Her       INDEF     271.457      21.446    0.1289999932050705     59318.0          BAT          -9.999             -99.0          0.054          59502.0          1          0         13                     0  
                                  H_1658-298                              H_1658-298       INDEF   255.52725   -29.94558   0.12800000607967377     59186.0          BAT           0.022           59405.5          0.078          59507.0          1          0      13580             J1702-299  
                             IGR_J11435-6109                         IGR_J11435-6109       INDEF     176.001     -61.127   0.12800000607967377     59435.0          BAT          -9.999             -99.0           0.07          59462.0          1          0          9                     0  
                               QSO_B0716+714                           QSO_B0716+714       INDEF     110.475      71.333   0.12800000607967377     59210.0          BAT          -9.999             -99.0          0.041          59233.0          1          0          5                     0  
                                      TV_Col                                  TV_Col   J0529-328    82.35637   -32.81775   0.12800000607967377     59526.0          BAT           0.015           59541.5          0.128          59526.0          1          1      15604                     0  
                                 3A_0114+650                             3A_0114+650       INDEF    19.51124    65.29162   0.12700000405311584     59469.0          BAT           0.017           59517.5          0.026          59536.0          1          0      19173             J0118+652  
                                      44_Boo                                  44_Boo       INDEF     225.947      47.654   0.12700000405311584     59463.0          BAT          -9.999             -99.0          0.127          59463.0          1          1          8                     0  
                                 4U_1822-371                             4U_1822-371   J1825-371   276.44508   -37.10515   0.12700000405311584     59258.0          BAT           0.043           59541.5          0.061          59543.0          1          1     225997                     0  
                                  4U_1954+31                              4U_1954+31       INDEF     298.926      32.097   0.12700000405311584     59398.0          BAT            0.02           59540.5          0.041          59538.0          1          0      34502             J1955+320  
                              NovaSgr_2015_2                          NovaSgr_2015_2       INDEF     279.237     -28.928   0.12700000405311584     59226.0          BAT          -9.999             -99.0          0.086          59523.0          1          1          8                     0  
                              V2672_Ophiuchi                          V2672_Ophiuchi       INDEF     264.582     -26.737   0.12700000405311584     59539.0          BAT          -9.999             -99.0          0.127          59539.0          1          1         10                     0  
                                  4U_1711-34                              4U_1711-34   J1714-340   258.58241   -34.04647                 0.127     56570.0         MAXI           0.074           59539.5           -1.0             -1.0          1          1      25110                     0  
                                    3C_309.1                                3C_309.1       INDEF     224.782      71.672   0.12600000202655792     59421.0          BAT          -9.999             -99.0           0.04          59451.0          1          0          6                     0  
                                  Lambda_And                              Lambda_And       INDEF     354.391      46.458   0.12600000202655792     59531.0          BAT          -9.999             -99.0          0.126          59531.0          1          1          4                     0  
                               RGB_J0136+391                           RGB_J0136+391       INDEF      24.136        39.1   0.12600000202655792     59238.0          BAT          -9.999             -99.0          0.124          59389.0          1          0          8                     0  
                                       Cen_A                                   Cen_A   J1325-430   201.36506   -43.01911                 0.126     58239.0         MAXI            0.02           59541.5          0.031          59539.0          1          1      99992                     0  
                MAXI_J1735-304_with_Terzan_1                          MAXI_J1735-304   J1734-304   263.74997   -30.39999                 0.126     58860.0         MAXI           0.054           59540.5           -1.0             -1.0          1          0     321884                     0  
                             IGR_J17586-2129                         IGR_J17586-2129       INDEF   269.64398   -21.38932                 0.125     59237.0          BAT          -9.999             -99.0          0.075          59397.0          1          0          7                     0  
                              PSR_J1048-5832                          PSR_J1048-5832       INDEF     162.051     -58.535                 0.125     59526.0          BAT          -9.999             -99.0          0.054          59527.0          1          0         15                     0  
                                PSR_J2032+41                            PSR_J2032+41       INDEF     308.058      41.376                 0.125     59397.0          BAT          -9.999             -99.0          0.062          59476.0          1          0         16                     0  
                               QSO_B0647+250                           QSO_B0647+250       INDEF   102.69371    25.04990                 0.125     59161.0          BAT            0.03           59481.5          0.097          59493.0          1          1      11261             J0650+250  
                                    UGC_6728                                UGC_6728       INDEF     176.317      79.682                 0.125     59375.0          BAT          -9.999             -99.0          0.125          59375.0          1          0          3                     0  
                               XTE_J1543-568                           XTE_J1543-568       INDEF     236.023     -56.774                 0.125     59407.0          BAT           0.036           59401.5          0.072          59540.0          1          0       4354                     0  
                             AX_J1824.5-2451                         AX_J1824.5-2451   J1824-248   276.12506   -24.84998                 0.124     59417.5         MAXI           0.018           59538.5           -1.0             -1.0          1          0      12570                     0  
                                   Gamma_Cyg                               Gamma_Cyg       INDEF   305.55709    40.25668                 0.124     59169.0          BAT          -9.999             -99.0          0.044          59517.0          1          0         85                     0  
                                     Mrk_501                                 Mrk_501   J1653+397   253.46757    39.76017                 0.124     58282.0         MAXI           0.028           59513.5          0.075          59488.0          1          0      27089                     0  
                          Swift_J1357.2-0933                      Swift_J1357.2-0933   J1357-095   209.32015    -9.54411                 0.124     57877.0         MAXI           0.024           59531.5          0.103          59414.0          1          0      12978    SWIFT_J1357.2-0933  
                          Swift_J1843.5-0343                      Swift_J1843.5-0343   J1843-037   280.89479    -3.71572                 0.124     58597.0         MAXI           0.018           59530.5          0.048          59249.0          1          0      47572    SWIFT_J1843.5-0343  
                                   4C_-02.19                               4C_-02.19       INDEF    75.30337    -1.98729   0.12399999797344208     59235.0          BAT          -9.999             -99.0          0.057          59445.0          1          0         11                     0  
                                    NGC_1566                                NGC_1566       INDEF      65.002     -54.938   0.12399999797344208     59474.0          BAT          -9.999             -99.0          0.044          59493.0          1          0          9                     0  
                              QSO_J2246-1206                          QSO_J2246-1206       INDEF     341.576     -12.114   0.12399999797344208     59259.0          BAT          -9.999             -99.0          0.077          59512.0          1          0         18                     0  
                          SWIFT_J1943.4+0228                      SWIFT_J1943.4+0228       INDEF     295.892       2.465   0.12399999797344208     59426.0          BAT          -9.999             -99.0          0.063          59528.0          1          0          6                     0  
                                    4C_38.41                                4C_38.41       INDEF     248.815      38.135   0.12300000339746475     59235.0          BAT           0.017           59510.5          0.123          59237.0          1          0       1651             J1635+381  
                                 LS_V_+44_17                             LS_V_+44_17   J0440+445    70.24721    44.53035   0.12300000339746475     59314.0          BAT           0.019           59518.5          0.055          59421.0          1          0       7810             LSV+44_17  
                                    NGC_3281                                NGC_3281       INDEF     157.967     -34.854   0.12300000339746475     59474.0          BAT          -9.999             -99.0          0.123          59474.0          1          1         10                     0  
                                    NGC_7469                                NGC_7469       INDEF   345.81531     8.87369   0.12300000339746475     59208.0          BAT           0.024           59523.5          0.057          59469.0          1          0      10269             J2303+088  
                          SWIFT_J1842.5-1124                      SWIFT_J1842.5-1124       INDEF     280.573     -11.418   0.12300000339746475     59404.0          BAT           0.017           59529.5          0.105          59512.0          1          0      12550             J1842-114  
                                  4U_1909+07                              4U_1909+07   J1910+075   287.70089     7.59770                 0.123     58329.0         MAXI           0.027           59541.5          0.031          59544.0          1          0      83735                     0  
                                  ESO_97-_13                              ESO_97-_13       INDEF   213.29127   -65.33902   0.12200000137090683     59161.0          BAT          -9.999             -99.0          0.071          59543.0          1          0         73                     0  
                             IGR_J16195-4945                         IGR_J16195-4945       INDEF     244.884     -49.742   0.12200000137090683     59212.0          BAT          -9.999             -99.0          0.089          59540.0          1          1         10                     0  
                                    Mrk_1148                                Mrk_1148       INDEF      12.978      17.433   0.12200000137090683     59477.0          BAT           0.019           59524.5          0.073          59538.0          1          0       4035             J0051+174  
                                    NGC_6300                                NGC_6300   J1716-628   259.24780   -62.82055   0.12200000137090683     59526.0          BAT           0.016           59507.5          0.122          59526.0          1          1      10135                     0  
                                    Nova_Sco                                Nova_Sco       INDEF      254.42     -32.343   0.12200000137090683     59462.0          BAT          -9.999             -99.0          0.122          59462.0          1          1         34                     0  
                                PKS_0347-211                            PKS_0347-211       INDEF      57.491     -21.047   0.12200000137090683     59209.0          BAT          -9.999             -99.0          0.051          59360.0          1          0          6                     0  
                               QSO_B1212+078                           QSO_B1212+078       INDEF       183.8       7.539   0.12200000137090683     59238.0          BAT          -9.999             -99.0          0.046          59512.0          1          0         10                     0  
                               SGR_0501+4516                           SGR_0501+4516       INDEF      75.278      45.276   0.12200000137090683     59420.0          BAT          -9.999             -99.0          0.052          59519.0          1          0          7                     0  
                                  ESO_548-81                              ESO_548-81   J0342-212    55.51549   -21.24435                 0.122     59447.5         MAXI           0.023           59508.5          0.044          59473.0          1          0      13930           ESO_548-_81  
                                    NGC_4051                                NGC_4051   J1203+445   180.79004    44.53130                 0.122     55812.0         MAXI           0.053           59528.5          0.044          59350.0          1          0      59462                     0  
                                      AO_Psc                                  AO_Psc   J2255-031   343.82494    -3.17777                 0.121     59007.0         MAXI           0.034           59527.5          0.052          59502.0          1          1      29245                     0  
                             IGR_J10252-6829                         IGR_J10252-6829       INDEF   156.25203   -68.45758                 0.121     59167.0          BAT          -9.999             -99.0          0.044          59506.0          1          0          7                     0  
                               QSO_B1741-038                           QSO_B1741-038       INDEF   265.99523    -3.83462                 0.121     59180.0          BAT          -9.999             -99.0          0.048          59477.0          1          0          5                     0  
                        XMMU_J054134.7-68255                    XMMU_J054134.7-68255       INDEF      85.395     -68.431   0.12099999934434891     59478.0          BAT          -9.999             -99.0          0.084          59539.0          1          1          6                     0  
                                 1H_1934-063                             1H_1934-063   J1937-062   294.38760    -6.21800                  0.12     59346.5         MAXI           0.022           59491.5         -9.999            -99.0          1          0      13786                     0  
                               XTE_J1855-026                           XTE_J1855-026   J1855-026   283.87669    -2.60465                  0.12     59236.5         MAXI           0.024           59529.5          0.023          59524.0          1          0      51965                     0  
                                      3C_207                                  3C_207       INDEF     130.198      13.206   0.11999999731779099     59526.0          BAT          -9.999             -99.0           0.12          59526.0          1          1          9                     0  
                        Swift_J045106.8-6948                    Swift_J045106.8-6948       INDEF      72.778     -69.801   0.11999999731779099     59422.0          BAT          -9.999             -99.0          0.096          59504.0          1          1          9                     0  
                                    V405_Aur                                V405_Aur       INDEF      89.497      53.896   0.11999999731779099     59504.0          BAT          -9.999             -99.0           0.12          59504.0          1          1          8                     0  
                                   4C_-02.81                               4C_-02.81       INDEF     323.543      -1.888   0.11900000274181366     59389.0          BAT          -9.999             -99.0          0.056          59530.0          1          0          4                     0  
                            Fermi_J1057-6027                        Fermi_J1057-6027       INDEF   164.30792   -60.45798   0.11900000274181366     59463.0          BAT          -9.999             -99.0          0.109          59526.0          1          1         12                     0  
                                GRO_J1744-28                            GRO_J1744-28       INDEF     266.138     -28.741   0.11900000274181366     59348.0          BAT          -9.999             -99.0          0.023          59384.0          1          0         28                     0  
